id,english_text,human_bengali_reference
867,"A makeshift medical centre has been set up, with doctors and nurses volunteering to treat the injured, as demonstrators vow to remain in their positions until Mubarak leaves.",মুবারক চলে না যাওয়া পর্যন্ত বিক্ষোভকারীরা তাদের অবস্থান থেকে নড়বে না। তাই সেখানে অস্থায়ী চিকিৎসা কেন্দ্র তৈরী করে স্বেচ্ছাসেবী ডাক্তার ও নার্সরা আহতদের সেবা দিচ্ছে।
868,Fry Virus-nuggets in bubbling oil,গরম তেলে ওকে ভাঁজা ভাঁজা করে ভাইরাসের-পিণ্ডি বানাই দে... .
869,The hospital should be fined for this kind of attitude.,ইউনাইটেড হাসপাতাল কর্তৃপক্ষ পাওনা টাকা আদায়ের জন্যে এই অসভ্যতা করে বাংলাদেশে আইনানুগ ব্যবসা করছে কোনো জরিমানা না দিয়ে এমনটা হওয়া উচিত না।
870,"According to a high ranking official in the medical faculty of the University of Tehran, if this situation continues, we will be forced to shut down operation rooms.","তেহরান বিশ্ববিদ্যালয়ে চিকিৎসা বিভাগের এক উচ্চ পদস্থ কর্মকর্তার মতে যদি পরিস্থিতি এ রকম অপরিবর্তিত থাকে, তাহলে আমাদের এই সকল অপারেশন রুম বন্ধ করে দিতে বাধ্য হতে হবে।"
871,"Listen, we both know that cancer is a shit-show.","দেখ, আমরা দুজনেই জানি ক্যান্সার সারবে না।"
872,The hospital was crowded with people who gathered to catch a glimpse of the child.,সাতশ কোটিতম এ শিশুটিকে দেখতে হাসপাতালে ছিল উৎসুক মানুষের ভীড়।
873,"And certainly were messengers denied before you , but they were patient over [ the effects of ] denial , and they were harmed until Our victory came to them . And none can alter the words of Allah .",আপনার পূর ্ ববর ্ তী অনেক পয়গম ্ বরকে মিথ ্ যা বলা হয়েছে । তাঁরা এতে ছবর করেছেন । তাদের কাছে আমার সাহায ্ য পৌঁছে পর ্ যন ্ ত তারা নির ্ যাতিত হয়েছেন । আল ্ লাহর বানী কেউ পরিবর ্ তন করতে পারে না । আপনার কাছে পয়গম ্ বরদের কিছু কাহিনী পৌঁছেছে ।
874,"So come on, give me the vaccine.","এখন জলদি করো, আমাকে আমার ভ্যাকসিন দাও।"
875,"Then We changed the evil for the good , until they increased in number and in wealth , and said : "" Our fathers were touched with evil ( loss of health and calamities ) and with good ( prosperity , etc . ) . "" So We seized them of a sudden while they were unaware .","তারপর আমরা দুঃখকষ ্ টের অবস ্ থা বদলে দিলাম ভালো দিয়ে , যে পর ্ যন ্ ত না তারা ফেঁপে উঠলো ও বললে -- ''আমাদের পিতৃপুরুষদেরও দুঃখদুর্দশা ও আমোদ-আহ্লাদ স্পর্শ করেছিল।’’ কাজেই আমরা তাদের পাকড়াও করলাম অতর্কিতে, আর তারা টেরও পেলো না।"
876,The girls subject to an early marriage suffer from health concerns and are subject to domestic violence.,বাল্যবিবাহের শিকার নারীরা অসুস্থতায় ভুগে এবং দাম্পত্য সহিংসতার শিকার হয়।
877,"So be patient with what they say , and celebrate the praise of your Lord before the rising of the sun and before the sunset , and glorify Him in watches of the night and at the day s ’ ends , that you may be pleased .","সেজন ্ য অধ ্ যবসায় অবলন ্ বন করো তারা যা বলে তাতে , আর তোমার প ্ রভুর প ্ রশংসার দ ্ বারা মহিমা জপে থাকো সূর ্ য উদয়ের আগে ও তার অস ্ ত যাবার আগে , আর রাত ্ রির কিছু সময়েও তবে জপতপ করো , আর দিনের বেলায় , যাতে তুমি সন ্ তষ ্ টি লাভ করতে পারো ।"
878,"Activists also started the ""Clean the National Hospital"" campaign, which lasted until the city´s main hospital was cleaned from the debris of bombing and destruction; and the ""I Will Not Leave my School"" campaign aiming to rehabilitate schools so that children could continue their studies as soon as possible.","সক্রিয় কর্মীরা “জাতীয় হাসপাতাল পরিষ্কারকরণ” প্রচারাভিযানও শুরু করেছে, যা শহরের প্রধান হাসপাতাল থেকে বোমা বিস্ফোরণের ভগ্নাবশেষ ও ধ্বংসস্তূপ সরানো পর্যন্ত চলেছিল। শিশুরা যাতে তাড়াতাড়ি লেখাপড়া আবার শুরু করতে পারে সে জন্য “আমি আমার বিদ্যালয় ত্যাগ করবো না” প্রচারাভিযানটি বিদ্যালয়গুলোর পুনর্বাসনের জন্য করা হয়েছিল।"
879,"Piety is not to turn your faces to the east or the west ; rather , piety is [ personified by ] those who have faith in Allah and the Last Day , the angels , the Book , and the prophets , and who give their wealth , for the love of Him , to relatives , orphans , the needy , the traveller and the beggar , and for [ the freeing of ] the slaves , and maintain the prayer and give the zakat , and those who fulfill their covenants , when they pledge themselves , and those who are patient in stress and distress , and in the heat of battle . They are the ones who are true [ to their covenant ] , and it is they who are the Godwary .","সৎকর ্ ম শুধু এই নয় যে , পূর ্ ব কিংবা পশ ্ চিমদিকে মুখ করবে , বরং বড় সৎকাজ হল এই যে , ঈমান আনবে আল ্ লাহর উপর কিয়ামত দিবসের উপর , ফেরেশতাদের উপর এবং সমস ্ ত নবী-রসূলগণের উপর , আর সম ্ পদ ব ্ যয় করবে তাঁরই মহব ্ বতে আত ্ নীয়-স ্ বজন , এতীম-মিসকীন , মুসাফির-ভিক ্ ষুক ও মুক ্ তিকামী ক ্ রীতদাসদের জন ্ যে । আর যারা নামায প ্ রতিষ ্ ঠা করে , যাকাত দান করে এবং যারা কৃত প ্ রতিজ ্ ঞা সম ্ পাদনকারী এবং অভাবে , রোগে-শোকে ও যুদ ্ ধের সময় ধৈর ্ য ্ য ধারণকারী তারাই হল সত ্ যাশ ্ রয়ী , আর তারাই পরহেযগার ।"
880,My 20-second analysis without any medical equipment is that his brain's herniating.,"কোন চিকিৎসা সরঞ্জাম ছাড়াই আমার 20 সেকেন্ডের বিশ্লেষণ, তার মস্তিস্কের চাপ বেড়ে যাচ্ছে."
881,You forget in your imbecilic devotion to your patient... that the punishment for two murders... is the same as for one.,রোগীর প্রতি অনুরাগের দুর্বলতা তোমাকে ভুলিয়ে দিয়েছে... ... সাত খুনের যা শাস্তি...
882,When the hypocrites and those in whose hearts is a disease said : Their religion hath deluded these . Whoso putteth his trust in Allah ( will find that ) lo !,"যখন মোনাফেকরা বলতে লাগল এবং যাদের অন ্ তর ব ্ যাধিগ ্ রস ্ ত , এরা নিজেদের ধর ্ মের উপর গর ্ বিত । বস ্ তুতঃ যারা ভরসা করে আল ্ লাহর উপর , সে নিশ ্ চিন ্ ত , কেননা আল ্ লাহ অতি পরাক ্ রমশীল , সুবিজ ্ ঞ ।"
883,"Into the sea, you threw its fake mask, and showed the fangs of a naval fleet, which was on full alert for a box of medicine and a wheelchair.","তোমরা সমুদ্রে তাদের মিথ্যার মুখোশ খুলে ফেলেছ এবং দেখিয়েছ তাদের রণতরীর বিষদাঁত কত ভয়ঙ্কর, যা এক বাক্স ওষুধ ও হুইলচেয়ারের জন্য সর্বোচ্চ সতর্ক।"
884,"Such a creative, talented and patient human being should be employed for a good cause.","তার মত একজন ক্রিয়েটিভ, প্রতিভাবান, ধৈর্য্যশীল মানুষকে আরো বড় কাজে লাগানো উচিত।"
885,Is it necessary to get another surgery done?,আরেকটা সার্জারি করাটা কি খুব বেশি জরুরী?
886,"Let's get our blood pumping, lungs breathing this fresh air.","শরীর গরম হয়ে যাবে, তারপর তাজা বাতাস খাব, কে দৌড়াবে আমার সাথে?"
887,"What are you doing, my sweet little blood orange?","তুমি কি করছ, আমার ছোট মিষ্টি রক্ত কমলা?"
888,We're taking action against any birds that may be carrying the virus.,"আমরা এর বিরুদ্ধে ব্যাবস্থা নিচ্ছি, যেকোনো পাখি এই ভাইরাস বহন করতে পারে।"
889,People say that the gift of blood is the gift of life.,লোকে বলে রক্ত দান করে জীবন দান করা যায়।
890,"I myself am Russian. By blood, that is.","আমি নিজে রাশিয়ান, আমার রক্ত আর কি।"
891,"Then indeed your Lord – for those who migrated after they had been oppressed , and then fought and remained patient – indeed your Lord is then , surely , Oft Forgiving , Most Merciful .","যারা দুঃখ-কষ ্ ট ভোগের পর দেশত ্ যাগী হয়েছে অতঃপর জেহাদ করেছে , নিশ ্ চয় আপনার পালনকর ্ তা এসব বিষয়ের পরে অবশ ্ যই ক ্ ষমাশীল , পরম দয়ালু ।"
892,"According to the demographic and health survey 2007, the average age of marriage for women in Bangladesh is 15 years and three months.","বাংলাদেশের ডেমোগ্রাফিক অ্যান্ড হেলথ সার্ভে ২০০৭ এর তথ্যমতে, দেশে নারীর বিয়ের গড় বয়স ১৫ বছর তিন মাস।"
893,Anywhere else in the world the Government would have faced public litigation suit for endangering citizens health.,বিশ্বের যে কোন প্রান্তে নাগরিকদের স্বাস্থ্যগত ঝুঁকিতে ফেলে দেওয়ার জন্য সরকারকে জনগণের মামলার মুখোমুখি হতে হত।
894,"Mom, look at me You'll die there, there's no treatment.","মা, তারা কোন চিকিৎসা করবে না তুমি মারা যাবে সেখানে।"
895,Doctor Ferreiro prefers that you don't exert yourself.,ডাক্তার ফেরিরো চান যে তুমি নিজেকে জাহির না করো ।
896,"Using infographics, Medigo offers an alternative measurement for global health that it calls “Bad Health Years,” showing changes worldwide since 2000.","ইনফোগ্রাফিক ব্যবহারের মাধ্যমে বিশ্বের নাগরিকদের স্বাস্থ্যের ক্ষেত্রে মেডিগো এক বিকল্প পরিমাপ পদ্ধতি ব্যবহার করছে যাকে বলা হচ্ছে “খারাপ স্বাস্থ্যের বছর”, ২০০০ সাল থেকে বিশ্বজুড়ে স্বাস্থ্যের পতনের বিষয়টি এর মাধ্যমে তুলে ধরা হচ্ছে।"
897,"Some protestors suffered heavy injuries from the beatings and are still in the hospital, while many others suffered beatings, cuts, and bruises.","এই আঘাতের ঘটনায় বেশ কিছু ব্যক্তি আহত হয়েছে এবং তারা এখনো হাসপাতালে। একদিকে অনেকে আঘাতের ফলে যন্ত্রণা ভোগ করেছে, তাদের কারো শরীরের কিছু অংশ কেটে গেছে এবং কোথাও কোথাও ক্ষতের সৃষ্টি হয়েছে।"
898,Warn me when I visit a site that uses my health or medical information:,"যখন আমি একটি ওয়েবসাইট পরিদর্শন করবো, যেটা আমার স্বাস্থ্য অথবা চিকিত্‌সা তথ্য ব্যবহার করে, আমাকে সতর্ক করো"
899,I need to take my medicine.,আমার ওষুধ খেতে হবে
900,I've never wanted a human's blood so much in my life.,আমি আমার জীবনে কখনো মানুষের রক্তের প্রতি এত আকৃষ্ট হয়নি.
901,I'm not that kind of doctor.,আমি ওরকম ডাক্তার নই‎.
902,She called homosexuality a “disease” and a “threat to the national security”.,তিনি সমকামিতাকে একটা 'রোগ' আর 'জাতীয় নিরাপত্তার জন্য হুমকি' বলেছেন।
903,"Briefly married to a fellow cosmonaut, she gave birth to the first child of parents who had traveled in space: a daughter, who later became a doctor.",এসব আন্তর্জাতিক পুরস্কারের পাশাপাশি তিনি গত এপ্রিলে রাশিয়ার প্রেসিডেন্ট মেদভেদেভের কাছ থেকে অর্ডার অব ফ্রেন্ডশিপ পুরস্কার পেয়েছেন। তিনি সহযোগী এক মহাকাশচারীকে বিয়ে করেছিলেন।
904,"Several human rights organizations announced their concern for the health condition of the hunger strikers, especially the detained journalists, Bahman Ahmadi-Amouei and Keyvon Samimi, and student activist Majid Tavakoli .","অনেক মানবাধিকার সংগঠন অনশনরত বন্দীদের স্বাস্থ্যের অবস্থা নিয়ে উদ্বেগ প্রকাশ করেছেন, বিশেষ করে আটকে থাকা সাংবাদিক বাহমান আহমাদী-আমুই এবং কেইভন সামিমি এবং ছাত্রনেতা মাজিদ টাভাকলি।"
905,"He ( Moses ) said : ' If Allah wills , you shall find me patient , I shall not disobey your order '",মূসা বললেনঃ আল ্ লাহ চাহেন তো আপনি আমাকে ধৈর ্ য ্ যশীল পাবেন এবং আমি আপনার কোন আদেশ অমান ্ য করব না ।
906,"They said , “ By God , you will not stop remembering Joseph , until you have ruined your health , or you have passed away . ”","তারা বললে , ''দোহাই আল্লাহ্‌র! তুমি ইউসুফকে স্মরণ করা ছাড়বে না যে পর্যন্ত না তুমি রোগাক্রান্ত হও, অথবা প্রাণত্যাগী হয়ে যাও।’’"
907,"The critical cancer medicine KE-27 required to rescue their lives was sold by us at a higher price for 20 years, in the name of patent rights and I felt guilty about it.",KE-27 নামের ক্যান্সারের এই ওষুধটি অনেক ক্যান্সার রোগির জীবন বাঁচাতে পারে... যেটা গত ২০ বছর ধরে উচ্চমূল্যে বিক্রয় হয়ে আসছিল... যেটা খুবই পীড়া দিত আমাকে।
908,My blood.,আমার রক্ত।
909,"Although the other day I did try blood sausage, and I still prefer the veg, but at least I tried it right!?",যদিও অন্যএকদিন আমি ব্লাড সসেজ খেতে চেষ্টা করেছিলাম এবং আমি এখনও ভেজিটেবলই পছন্দ করি কিন্তু অবশেষে আমি এটাই গ্রহণের চেষ্টা করেছিলাম!
910,"@OmarMash: 'The tiny bodies are still breathing' - Babies starve in Yemen's hospitals, he's a lucky one, he made to the hospital.","@OmarMash: ‘এই ছোট্ট শরীরটি এখনো শ্বাস নিচ্ছে’ – ইয়েমেনের হাসপাতালে শিশুরা অভুক্ত, সে ভাগ্যবান, হাসপাতালে তার ঠাঁই মিলেছে।"
911,You refuse to see a doctor about it.,আপনি এটা সম্পর্কে একজন ডাক্তার দেখতে অস্বীকার করে.
912,Certainly Allah has shown us favour . Indeed if one is Godwary and patient Allah does not waste the reward of the virtuous . ’,তারা বললে -- ''আপনিই কি তবে ইউসুফ?’’ তিনি বললে -- ''আমিই ইউসুফ আর এই আমার সহোদর। আল্লাহ্ আলবৎ আমাদের প্রতি অনুগ্রহ করেছেন। নিঃসন্দেহ যে কেউ ধর্মপরায়ণতা অবলন্বন করে ও ধৈর্যধারণ করে -- কেননা আল্লাহ্ নিশ্চয়ই সৎকর্মশীলদের কর্মফল বিফল করেন না।’’
913,Fair in the eyes of men is the love of things they covet : Women and sons ; Heaped-up hoards of gold and silver ; horses branded ( for blood and excellence ) ; and ( wealth of ) cattle and well-tilled land . Such are the possessions of this world 's life ; but in nearness to Allah is the best of the goals ( To return to ) .,"মানুষের পক ্ ষে মনোরম ঠেকে নারীদের সাহচর ্ যের প ্ রতি আকর ্ ষণ , ও সন ্ তানসন ্ ততির , ও সোনারূপার জমানো ভান ্ ডারের , ও সুশিক ্ ষিত ঘোড়া ও গবাদি-পশুর ও ক ্ ষেতখামারের । এসব এই দুনিয়ার জীবনের উপকরণ , অথচ আল ্ লাহ ্ ‌ , -- তাঁর কাছে রয়েছে উত ্ তম নিভৃতে বিশ ্ রাম ।"
914,"I always dreamed about being a doctor. But, I didn't get much school.",কিন্তু আমি স্কুলে যাবার খুব একটা সুযোগ পাইনি।
915,It has just been announced that the name of the “Johannesburg General Hospital” will be changed.,এক্ষুনি বলা হয়েছে যে জোহানেসবার্গ জেনারেল হাসপাতালের নাম পরিবর্তন করা হবে।
916,"Listen, douchepants... there is nothing that you're gonna tell me about my disease... that I don't already know.","শোনেন মহামাতব্বর খাড়ুশ,... আমার অসুখ নিয়ে আপনি কিছুই বলতে পারবেন না... যেটা আমি ইতিমধ্যেই জানি না"
917,When you get a virus... you get a fever.,"শরীরে যখন ভাইরাস ঢুকে, আপনার গায়ে জ্বর আসে"
918,Themistokles watches the bodies of his men turn the Aegean red with blood.,থামিসটিক্লিস তাঁর সৈন্যদের মৃতদেহ দেখেল... আজিয়ানের পানি লাল হয়ে গেছে.
919,"So We sent upon them floods , locusts , lice , frogs , and blood . ( All these were ) clear signs , yet they were proud against them , for they were wicked people .","সুতরাং আমি তাদের উপর পাঠিয়ে দিলাম তুফান , পঙ ্ গপাল , উকুন , ব ্ যাঙ ও রক ্ ত প ্ রভৃতি বহুবিধ নিদর ্ শন একের পর এক । তারপরেও তারা গর ্ ব করতে থাকল । বস ্ তুতঃ তারা ছিল অপরাধপ ্ রবণ ।"
920,"Six months, the treatment in Europe,","ছয় মাস, ইউরোপে চিকিত্সা,"
921,The fake doctor is actually Colonel Helmut Zemo,নকল ডাক্তারটা আসলে কর্নেল হেলমুট জিমো।
922,"So be patient , for what God has promised is sure to come . Ask forgiveness for your sins ; praise your Lord morning and evening .","অতএব , আপনি সবর করুন নিশ ্ চয় আল ্ লাহর ওয়াদা সত ্ য । আপনি আপনার গোনাহের জন ্ যে ক ্ ষমা প ্ রর ্ থনা করুন এবং সকাল-সন ্ ধ ্ যায় আপনার পালনকর ্ তার প ্ রশংসাসহ পবিত ্ রতা বর ্ ণনা করুন ।"
923,"While it does have health benefits, voices on online forums point out the fallacy of such a law.","যেখানে এর ফলে স্বাস্থ্যগত সুবিধা লাভ করা যাবে, সেখানে অনলাইনে লোকজন এই এরকম আইনের অর্থহীন বাস্তবতার দিকে নির্দেশ করছে।"
924,"The operative part in each is the share of the blood money received, divided according to shari'ah rules.","এখানে নিহতের প্রতিটি আত্মীয় এই খুনের ক্ষতিপুরণ বা ব্লাড মানির টাকা পেয়েছে, তারা শরিয়া আইন অনুসারে তা লাভ করেছে।"
925,The Sentinel program was originally conceived by Doctor Bolivar Trask.,সেন্টিনেল প্রোগ্রামটা প্রথম এসেছিল ড. বলিভার ট্রাস্কের মাথা থেকে
926,to the brave girls! need psychological treatment.,এদের আসলে মানসিক চিকিৎসার।
927,Doctor.,ডক্টর.
928,"Actually, it's doctor and you be uncomfortable, okey.","আসলে, এটা ডাক্তার এবং আপনি অস্বস্তিকর হতে, ঠিক আছে।"
929,So a doctor prescribed an ultra sonogram.,তাই ডাক্তার একটা আল্ট্রাসনোগ্রাম করতে দেয়।
930,There. Blood.,"দেখুন, রক্ত"
931,Emergency medical is on it's way.,জরুরী মেডিকেল সার্ভিস আসছে।
932,"Those who believed afterwards and migrated , and waged jihad along with you , they belong to you ; but the blood relatives are more entitled to inherit from one another in the Book of Allah . Indeed Allah has knowledge of all things .","আর যারা পরে ঈমান এনেছে এবং গৃহত ্ যাগ করেছে ও তোমাদের সঙ ্ গে থেকে সংগ ্ রাম করেছে , তারাও তোমাদের মধ ্ যেকার । আর রক ্ তসম ্ পর ্ কের লোকেরা -- তারা আল ্ লাহ ্ ‌ র বিধানে পরস ্ পর পরস ্ পরের অধিকতর নিকটা ‌ ত ্ মীয় । নিঃসন ্ দেহ আল ্ লাহ ্ সর ্ ববিষয়ে সর ্ বজ ্ ঞাতা ।"
933,"I suspect the combination of the word ""swine"", the cultural taboo on pork, and the almost universal ignorance among bureaucrats of how disease is spread is almost irresistible.",এই মুহুর্তে শুকর গুরুত্বপুর্ন নয়।
934,"Last month, there was news that 18 children had died due to short circuit in the incubator in a private hospital.","গত মাসের, একটা খবর ছিল ১৮ টা বাচ্চা... ইনকিউবেটরের মধ্যে শর্ট সার্কিটের কারণে মারা গিয়েছিল, একটা বেসরকারি হাসপাতালে, মনে পড়ে?"
935,"The doctor said he would do his best, but there is little hope.","ডাক্তার বললো, উনি তার চেষ্টার কমতি রাখেননি... ...সেরে উঠার সম্ভাবনা খুবই কম।"
936,"If fear takes over after the report, it'll be scarier than the virus itself.","যদি এরপর তাদের ভয় আরো বেড়ে যায়, তাহলে এর পরিণাম ভাইরাসের থেকেউ ভয়াবহ হবে।"
937,"But as for those in whose hearts is disease , it only addeth wickedness to their wickedness , and they die while they are disbelievers .","আর তাদের ক ্ ষেত ্ রে যাদের অন ্ তরে রয়েছে ব ্ যাধি , -- এ তখন তাদের কলুষতার সঙ ্ গে কলুষতা তাদের জন ্ য বাড়িয়ে তোলে , আর তারা প ্ রাণত ্ যাগ করে , আর তারা রয়ে যায় অবিশ ্ বাসী ।"
938,BUT WE HAVE A HEALTH SYSTEM SECOND TO NONE.,কিন্তু আমাদের যে স্বাস্থ্য ব্যবস্থা রয়েছে তা অদ্বিতীয়।
939,"Poison in his anesthesia, and his doctor's body found dumped about an hour ago.",আর তার ডক্টরকে মৃত অবস্থায় দুই ঘণ্টা আগে উদ্ধার করা হয়েছে।
940,Is it to reach village or go to hospital?,গ্রামে যাওয়ার না হাসপাতালে যাওয়ার?
941,Let me go to a doctor.,আমাকে ডাক্তারের কাছে যেতে দাও.
942,"Had she waited any longer, they told her, the cancer could have spread.",আর কয়েকদিন দেরিতে ধরা পড়লে ক্যান্সার সারা শরীরের ছড়িয়ে পড়তো।
943,"O Prophet ! urge the believers to war ; if there are twenty patient ones of you they shall overcome two hundred , and if there are a hundred of you they shall overcome a thousand of those who disbelieve , because they are a people who do not understand .","হে প ্ রিয় নবী ! মুমিনদের যুদ ্ ধের জন ্ য উৎসাহিত করো । যদি তোমাদের মধ ্ যে কুড়িজন ধৈর ্ যশীল থাকে তবে তারা দু ’ শ জনকে পরাজিত করবে , আর যদি তোমাদের মধ ্ যে একশত জন থাকে তবে তারা পরাজিত করবে যারা অবিশ ্ বাস পোষণ করে তাদের একহাজার জনকে , যেহেতু তারা হচ ্ ছে একটি সম ্ প ্ রদায় যারা বোঝে না ।"
944,"I'm not an analyst, not even a doctor here.","আমি এখানে বিশ্লেষক নই, না কোন ডাক্তার"
945,"Valiyani, who is Ismaili, was reportedly detained following a complaint by a medical representative, who said the doctor “threw his business card, which had his full name, Muhammad Faizan, in a dustbin during a visit to his clinic"".","এই রিপ্রেজেনটেটিভ বলেছে, সে যখন ডাক্তারের ক্লিনিকে গিয়েছিল, তখন ডাক্তার তার বিজনেস কার্ডটি এক ডাস্টবিনে ছুঁড়ে ফেলে দিয়েছিল। এই কার্ডের মধ্যে তার পুরো নাম মুহাম্মদ ফাইজান লেখা ছিল।"
946,"Ever since, an estimated 4,355 Syrian children been killed (up to 15/1/2013) according to the latest report released by Martyrs of the Syrian Revolution Database. Besides thousands more are wounded, detained, or left without a family, or medical aid and humanitarian assistance.","এক হিসেবে এই ঘটনার পর এ পর্যন্ত, ৪৩৫৫ জন শিশু নিহত হয়েছে সিরিয়ার বিপ্লবে শহীদের তালিকার এক সাম্প্রতিক রিপোর্ট অনুসারে ৪৩৫৫ জন নিহত হয়েছে, এছাড়াও হাজার হাজার আহত, গ্রেফতার, অথবা পরিবারহীন হয়েছে, অথবা চিকিৎসা সাহায্য প্রাপ্ত কিংবা মানবিক ত্রাণ লাভ করেনি।"
947,"You are responsible for whatever happens to this animal, doctor.","আপনি দায়ী থাকবেন যদি এই প্রাণীটার কিছু হয়, ডক্টর।"
948,OpAntiSH was established in late 2012 to rescue survivors of mob sexual assaults and provide health response in the wake of increasing reports of violence.,"২০১২ সালের পর দাঙ্গাকারী জনতার দ্বারা যৌন আক্রমণের শিকার যারা, তাঁদের উদ্ধার করতে এবং সহিংসতার রিপোর্টের সংখ্যা বেড়ে যাওয়ার অব্যবহিত পরে স্বাস্থ্য প্রতিবেদন প্রদান করতে অপএ্যান্টএসএইচ প্রতিষ্ঠিত হয়।"
949,"Meanwhile, the government considers the possibility of introducing compulsory drug use tests in schools. The motive is the good intention - care of the children's health.","ইতিমধ্যে, সরকার স্কুলে বাধ্যতামুলক ড্রাগ টেস্ট বা নেশা জাতীয় বস্তু গ্রহণ পরীক্ষা বাধ্যতামুলক করতে যাচ্ছে - উদ্দেশ্য মহৎ, বাচ্চাদের স্বাস্থ্যর খেয়াল রাখা।"
950,"On 7 August, Kurdistan and Hayastan - Hand in Hand reported that Tigran had been rushed to hospital.",তাকে হাসপাতালে নিয়ে যাওয়া হয়েছে এবং তিগরানের শারীরিক অবস্থা সম্বন্ধে কোন তথ্য জানা যাচ্ছে না।
951,The medicine stays here.,কিন্তু মেডিসিনগুলি এখানেই থাকবে।
952,"The tax's opponents claim it will directly affect workers, though income taxes and health insurance payments in Macedonia technically fall on employers.","এই করের বিরোধিতাকারীরা দাবী করছে, এই কর সরাসরি কাজের ক্ষেত্রে প্রভাব ফেলবে, যদিও আয়কর এবং স্বাস্থ্য বীমার টাকা প্রদানের বিষয়টি কৌশলে কর্মচারীর উপর চাপিয়ে দেওয়া হয়।"
953,"Following that, a series of royal decrees were read by an announcer,outlining how billions of dollars would be spent to provide better housing, jobs and health care to Saudis. An anti-corruption committee would also be formed; Saudi workers would benefit from a minimum wage; and military and police officers would get the promotions they deserve.","এ পরিপ্রেক্ষিতে একজন মুখপাত্র সৌদিদের জন্য কিভাবে উন্নত বাসস্থান, চাকুরি এবং চিকিৎসা সেবা প্রদান, একটি দুর্নীতি দমন কমিশন গঠন; সৌদি শ্রমিকদের নূন্যতম মজুরী, এবং সেনা ও পুলিশ বাহিনীর কাঙ্খিত পদোন্নতির নিশ্চিতকল্পে কিভাবে বিলিয়ন ডলার খরচ করা হবে সে বিষয়ে কিছু রাজকীয় ফরমান জারী করেন।"
954,The one woman who was released because of her child's health condition tweeted about their arrest in front of the Governor's Office :,তিনি গভর্নরের দপ্তরের সামনে থেকে তাদেরকে গ্রেপ্তার করার ব্যাপারে টুইট করেছেনঃ
955,"A proof of this can be found in the long line of blood donors, how they engaged in the rescue efforts and saved many lives on their own.","এর প্রমাণ গতকালই হয়েছে যখন জনতা নিজ উদ্যোগে লাইন দিয়ে রক্ত দিয়েছে, ঝুঁকি নিয়ে উদ্ধার কাজে নেমে পড়েছে, নিজেরাই যে কয়জনকে সম্ভব বাঁচিয়েছে।"
956,"But since the health department announced that H1N1 is in Gaza, the people now suspect anyone that is coughing or sneezing is actually “got swined”.","যখন গাজার স্বাস্থ্য মন্ত্রণালয় ঘোষণা করল যে এইচ১এন১ গাজায় প্রবেশ করেছে, তখন যে কেউ হাঁচি বা কাশি দিলে সবার মনে সন্দেহ দেখা দেয়, যে সে সোয়াইন ফ্লুতে আক্রান্ত হয়েছে।"
957,"Despite the vaccine's broad efficacy, however, a closer look at the data paints a more nuanced picture.","টীকাটির ব্যাপক কার্যক্ষমতা সত্ত্বেও, তথ্যের দিকে নিবিষ্ট দৃষ্টি আরো সূক্ষ্ণ ছবি দেখিয়ে দিবে।"
958,Kulkukan has drunk his fill of blood.,দেবতা ককুল্কানের তৃষ্ণা পূরণ হয়েছে ।
959,"He's certainly given us plenty of merriment, that's for sure, and I think it would be ungrateful not to drink to his health.","তিনি তাকে নিয়ে মজা করার অনেক সুযোগ দিয়েছেন, একথা বলা যায়। আর আমার মনে হয় তার স্বাস্থ্যের জন্য পান না করলে অন্যায় হয়ে যায়।"
960,"We sent Moses with Our signs , ' Bring your nation out of darkness into the light , and remind them of the Days of Allah ' Surely , in that are signs for every patient , thankful ( person ) .","আমি মূসাকে নিদর ্ শনাবলী সহ প ্ রেরণ করেছিলাম যে , স ্ বজাতিকে অন ্ ধকার থেকে আলোর দিকে আনয়ন এবং তাদেরকে আল ্ লাহর দিনসমূহ স ্ মরণ করান । নিশ ্ চয় এতে প ্ রত ্ যেক ধৈর ্ যশীল কৃতজ ্ ঞের জন ্ যে নিদর ্ শনাবলী রয়েছে ।"
961,Checked her back into the hospital.,তাকে হসপিটালে ভর্তি করিয়েছি.
962,"Installing your system in the Hubble is the purpose of this mission and so we appreciate your patience, doctor.","হাবলে আপনার সিস্টেমটা ইন্সটল করাই হল এই মিশনের মুল উদ্দেশ্য... ...আর তাই আমরা আপনার ধৈর্য্যের প্রশংসা করছি, ডক্টর।"
963,I was a guest at your hospital once.,আমি আপনার হাসপাতালে একবার গিয়েছিলাম.
964,That's what I will answer if someone asks me what do I do for a living. These days that's better than being an Arabic doctor.,"'আমি একজন পেশাদার পুরুষ বেশ্যা এবং খন্ডকালিন মাদক ব্যবসায়ী' , এখন থেকে আমি এই উত্তর দেব যদি কেউ আমার পেশা কি জিজ্ঞেস করে, কারন একজন আরব ডাক্তার হওয়ার চেয়ে এখন এগুলো হওয়া ভাল ।"
965,3 weeks ago he secretly took some of the frozen vaccine.,"৩ সপ্তাহ আগে, তিনি গোপনে কিছু ভ্যাকসিন সরিয়ে ফেলেন"
966,Breast cancer doesn't run in my family.,আমার বংশে পুরুষদের স্তন ক্যান্সার হয়না.
967,He wrote about the blood donation of the common people:,"তখন রক্ত দরকার, প্রচুর, প্রচুর।"
