id,english_text,human_bengali_reference,machine_bengali_output,bert_f1_score
731,"Iranian people, you are so patient.","ইরানের জনতা, আপনাদের ধৈর্য্য অসীম।","ایرانি মানুষ, আপনারা এত প্রতিভাবান।",0.753646731376648
732,"I'm a doctor, I can't let a person die with no apparent reason","আমি একজন ডাক্তার, আমি একজন ব্যক্তি কোন আপাত কারণ সঙ্গে মরতে দিতে পারব না","আমি একজন চিকিৎসক, আমি এমনকি কোন অবিশ্বاس্য কারণে এক মানুষকে মারাত্মকভাবে মরতে দেওয়াতে পারব না",0.796058714389801
733,"Hello, Doctor.","হ্যালো, ডক্টর.","হ্যালো, ডাক্তার।",0.876526951789856
734,"Later media reports, however, added that the head of the ruling Republican Party, incumbent President Serzh Sargsyan, did visit those injured in hospital.","প্রচার মাধ্যমের সংবাদে পরে এই বিষয়টি যুক্ত করা হয় যে শাসক দলের অর্ন্তবর্তীকালীন সভাপতি সেরজে সারগাসিয়ান, হাসপাতালে আহতদের দেখতে যান।","তারিখের পরবর্তী মিডিয়া অব告知您，此文本已从英文翻译成孟加拉语。翻译结果如下：

তারিখের পরবর্তী মিডিয়া অব告知您，此文本已从英文翻译成孟加拉语。翻译结果如下：

তারিখের পরবর্তী মিডিয়া অব告知您，此文本已从英文翻译成孟加拉语。翻译结果如下：

তারিখের পরবর্তী মিডিয়া অব告知您，此文本已从英文翻译成孟加拉语。翻译结果如下：

তারিখের পরবর্তী মিডিয়া অব告知您，此文本已从英文翻译成孟加拉语。翻译结果如下：

তারিখের পরবর্তী",0.47849157452583313
735,"Graphic showing the difference between alcohol and marijuana-related hospital cases in Grenada, created by Richie Maitland.",গ্রানাডায় অ্যালকোহল ও মারিজুয়ানা সম্পর্কিত হাসপাতাল ঘটনার গ্রাফিক্স চিত্র।,"গ্রেনাডায় অ্যালকোহল ও ম্যানিয়াব্রেইটেড সম্পর্কিত হসপিটাল ক্ষেত্রে বিশ全资子公司的员工在春节期间加班，以确保供应稳定。春节期间，我们的仓库和物流团队也保持高效运作，以满足客户需求。此外，我们还与供应商密切合作，确保原材料的及时供应。

为了应对春节期间的挑战，我们采取了一系列措施，包括提前规划生产、优化库存管理以及加强与供应商的沟通。这些努力确保了我们在春节期间的生产和供应链的连续性，从而更好地支持客户的需求。

总结来说，春节期间的生产和供应链管理对我们来说至关重要。我们通过团队的努力和合作，确保了春节期间的稳定运营，为客户提供不间断的服务。",0.6163257360458374
736,The Prophet is nearer to the believers than their selves ; his wives are their mothers . Those who are bound by blood are nearer to one another in the Book of God than the believers and the emigrants ; nevertheless you should act towards your friends honourably ; that stands inscribed in the Book .,"এই নবী মুমিনদের কাছে তাদের নিজেদের চেয়েও অধিক অন ্ তরঙ ্ গ , আর তাঁর পত ্ নীগণ হচ ্ ছেন তাদের মাতা । আর গর ্ ভজাত সম ্ পর ্ কধারীরা -- তারা আল ্ লাহ ্ ‌ র বিধানে একে অন ্ যে অধিকতর নিকটবর ্ তী মুমিনদের ও মুহাজিরদের চাইতে , তবে তোমরা যেন তোমাদের বন ্ ধুবর ্ গের প ্ রতি সদাচার করো । এমনটাই গ ্ রন ্ থে লিপিবদ ্ ধ রয়েছে ।","ঈসার প্রেরক তাদের স্বপনের চাইতেও কাছে ; তার স্ত্রীরা তাদের মাতাদের। রক্তের বন্ধুত্ব দেখায়, তৃতীয় বইয়ে তাদের কাছে বেশি কাছে থাকার মতো লিখে আছে; তবে তোমরা তво দрузিয়েরদের সাথে সম্মানের মানে করতে হবে; এটি তৃতীয় বইয়ে লিখিত আছে।",0.6541146039962769
737,"Herana, a human rights website reported on Wednesday, June 7 that Hossein has now begun a ""dry"" hunger strike from hospital, which means he is no longer drinking water.","মানবাধিকার ওয়েবসাইট হেরানা সংবাদ প্রদান করেছে যে বুধবার, ৭ জুন তারিখ থেকে হোসেইন হাসপাতালে “শুষ্ক” অনশন ধর্মঘট শুরু করেছে, যার মানে হচ্ছে সে এর পর থেকে আর পানিও পান করছে না।","হেরানা, একটি মানবাধিকার ওয়েবসাইট, শুনিয়েছে যে ৭ জুন 2023 তারিখে শুনিয়েছে যে হোসিন এখন একটি ""ঘু�্না"" শূন্যাহাহ দীর্ঘনিষেধ শুরু করেছে, যা অর্থাৎ তিনি এখন পানি খাওতে না পারছেন।",0.7679239511489868
738,A combination of international sanctions and mismanagement by the Iranian government are blamed for the current state of medical chaos in Iran.,"ইরানের চিকিৎসা পরিস্থিতির বর্তমান বিশৃঙ্খলার জন্য আন্তর্জাতিক প্রতিবন্ধকতা এবং ইরান সরকারের অব্যবস্থাপনা, দুটোর সংমিশ্রণকে দায়ী করা হয়।",আন্তর্জাতিক অন্যায় অধিনায়কতা এবং ইরানি সরকারের অধিনায়কতা ব্যবস্থার একটি মিশ্রণ ইরানের বর্তমান আর্থিক অস্থিতিশীলতার জন্য দায়িত্ব নেয়।,0.7664018273353577
739,"Thereafter We sent upon them the flood , and the locusts , and the lice , and the frogs , and the blood : signs detailed ; yet they remained stiff-necked and they , were a people sinful .","সুতরাং আমি তাদের উপর পাঠিয়ে দিলাম তুফান , পঙ ্ গপাল , উকুন , ব ্ যাঙ ও রক ্ ত প ্ রভৃতি বহুবিধ নিদর ্ শন একের পর এক । তারপরেও তারা গর ্ ব করতে থাকল । বস ্ তুতঃ তারা ছিল অপরাধপ ্ রবণ ।","তারপর আমরা তাদেরকে ফুড়ো ও কুকুর-ছাঁটা, কুকুর-ছাঁটা, গোলাপী ও রক্ত দিই: স্পষ্ট চিহ্ন; কিন্তু তারা খারাপ হয়ে পড়ল না এবং তারা একটি খারাপ কর্মবিন্যাস করা ব্যক্তিবাহিনী ছিল।",0.6563932299613953
740,Injured all in hospital. ‪#yemen‬,আহত সবাই হাসপাতালে। ‬,আহত সবাই হospital-এ। ‪#yemen‬,0.8071098327636719
741,"and for the sake of your Lord , be patient .",আর তোমার প ্ রভুর জন ্ য তবে অধ ্ যবসায় চালিয়ে যাও ।,"আপনার হরিণ রাস্তায় পায়ে পায়ে পাওয়ার জন্য, আপনি শান্তিপূর্ণ হইন্তে।",0.640589714050293
742,Where's the virus?,ভাইরাসটা কই?,ভাইরัสটি কোথায়?,0.8432168960571289
743,"More than 150,000 soldiers give us hope... under the command of General Dwight D. Eisenhower... ls it really bad, doctor?",আমাদের আশা দিতে পঞ্চাশ জনের ও বেশী সৈন্য সেখানে আছে... এটার কমান্ডে আছেন জেনারেল ডুয়োইট ডি. এইসেন হাওয়ার...,"১৫০,০০০ সৈন্যরা আমাদের আশা দেয়... জেনারেল ডাইটল্যান্ড আইজেনহোমের নেতৃত্বে... এটি সত্যিই খারাপ, ডাক্তার?",0.7207533121109009
744,May God help the patient inside it.,"অ্যাম্বুলেন্সে যারা আছেন, আল্লাহ তাদের ধৈর্য ধরার তওফিক দিন।",ঈশ্বর মন্তব্যটির মধ্যে রোগীকে সাহায্য করে।,0.6989908218383789
745,"People leap over the fires shouting ""Zardiye man az to, Sorkhieh to az man,"" which means ""Throwing the darkness & ill the in fire, receiving health and joy back from the fire"".","আতশবাজি পুড়িয়ে জনতা চিৎকার করে বলে, আগুনে দূর হয়ে যাক অমানিশার অন্ধকার ও অমঙ্গল বারতা, নওরোজ সবার জীবনে নিয়ে আসুক আনন্দ ও সুস্থতা।","অন্ধকার এবং বিপদকে আগে ফেলে দিয়ে পাখির মতো আগের আগে আগে আগে আগে ছুটে যায়, ""আগের দিক থেকে মনের অস্ফুটতা এবং বিপদ আগে ফেলে দিয়ে আগের দিক থেকে স্বাস্থ্য এবং খুশি পেতে পারি"" এই অর্থে ""Zardiye man az to, Sorkhieh to az man"" বলে।",0.685965895652771
746,"I have long argued that the business of African dictatorships is corruption The devastating impact of corruption on the continent's poor becomes self-evident as political leaders and public officials siphon off resources from critical school, hospital, road and other public works and community projects to line their pockets.","স্কুল, হাসপাতাল, রাস্তা এবং অন্যান্য সরকারি ও কমিউনিটি প্রজেক্টের কাজের টাকা স্পষ্ট ভাবেই রাজনৈতিক নেতা এবং সরকারি কর্মকর্তাদের পকেটে যাচ্ছে।","আমি একদিন অনেক সময় ধরে দাবি করেছি যে অфrikনীয় দiktatorship-এর ব্যবসায় কর্পোশন হল কর্ণটিউন। অfrikনের গরিবদের উপর কর্ণটিউনের নকামল প্রভাবটি স্ব-স্বীকৃত হয়, যখন রাজনৈতিক পরিচালকরা এবং জাতi প্রতিষ্ঠানের কর্মীরা কritিকাল শোল্স, হাসিটিয়াল, রোড এবং অন্যান্য",0.6794700622558594
747,I'm like the Keith Richards of cancer kids.,আমি হচ্ছি ক্যান্সারের রোগী ছেলেমেয়েদের কিথ রিচার্ডস,আমি ক্যান্সার বালকদের কিথ রিচার্ডসের মতো।,0.7972344160079956
748,"Why, there isn't a wizard alive today that's not half-blood or less.",এরকম জাদুকর কেউ নেই যার বংশে কোন মাগল নেই.,"ই কি, আজকের সময়ে কোনও স্যান্জিয়ার জীবিত নেই যিনি অব্যাহত রক্তের নেই বা তার কম।",0.716150164604187
749,"Our shareholders have been patient, but let's be honest, no one is impressed by a dinosaur anymore.","আমাদের অংশীদারেরা খুব ধৈর্যশীল, কিন্তু সত্যি বলতে কি, আজকাল আর কেউ ডাইনোসর দেখে প্রভাবিত হয় না।","আমাদের শেয়ারহোল্ডাররা সহ্যশীল ছিলেন, কিন্তু সত্যিই বললেই হয়, কোনো মানুষ একটি ডায়নোসারার দেখা দেয় না যেন আমাদের একটি প্রেক্টিশিয়াল সিস্টেম রয়েছে।",0.7776080369949341
750,There is something that is fundamentally wrong when medical doctors abandon wards with sick and dying people simply because they want more money.,কিছু একটা গোড়াতেই ভুল যখন ডাক্তাররা তাদের ওয়ার্ড ছেড়ে দেন অসুস্থ আর মৃতপ্রায় রোগীসহ কেবলমাত্র এই কারনে যে তারা আরো অর্থ চান।,"ঔষধ বিজ্ঞানীরা অসুস্থ এবং মৃত্যুর কাছে থাকা প্রশান্ত এলাকাগুলি ছो遗失的部分似乎是一个比喻性的表达，用来形容医生因为想要更多金钱而抛弃病房的行为是不合理的。在Bengali中，我们可以直接表达这个意思：

ঔষধবিজ্ঞানীরা অসুস্থ এবং মৃত্যুর কাছে থাকা প্রশান্ত এলাকাগুলি ছो遗失的部分可以用“বরাবর”（经常地）来补充，以完整表达这个意思：

ঔষধবিজ্ঞানীরা অসুস্থ এবং মৃত্যুর কাছে থাকা প্রশান",0.5709646940231323
751,The health of tens of thousands of residents in Shiling is no joke.,শিলিং-এর এক লক্ষ বাসিন্দার স্বাস্থ্যঝুঁকি কোন রসিকতা নয়।,শিলিং শহরের শতance thousands বাসিন্দাদের স্বাস্থ্য খারাপ নয়।,0.7994496822357178
752,He who brings upon himself what he doesn't need is patient.,যা প্রয়োজন নেই তা নিজের উপর আনলে সে ধৈর্যশীল।,"নিয়ে আসা যার যার নecessary নয়, তিনি শান্ত।",0.7308832406997681
753,We hope after watching our new movie more people will join us and put pressure on these governments to stop the abuse in the name of drug treatment.,আমরা আশা করছি আমাদের নতুন চলচ্চিত্র দেখার পরে মানুষ আমাদের সাথে মিলে এইসব সরকারের উপরে চাপ প্রদান করবে মাদক চিকিৎসার নামে অত্যাচার বন্ধের জন্যে।,"আমাদের নতুন ফিল্ম দেখে আমাদের আশা যে, অধিক লোক আমাদের সাথে যোগদান করবে এবং দর্শনের নামে দরোজা-দরজা সরানো যাবে, যার ফলে সরকারগুলোকে দrug চিকিৎসার নামে ব্যবহার থেকে বাঁচতে বাধ্য করা যাবে।",0.7508134841918945
754,And [ mention ] Ishmael and Idrees and Dhul-Kifl ; all were of the patient .,"এবং ইসমাঈল , ই ’ দ ্ রীস ও যুলকিফলের কথা স ্ মরণ করুন , তাঁরা প ্ রত ্ যেকেই ছিলেন সবরকারী ।",এবং ইসহামিল এবং ইদরেস এবং দhuল-কিফল; সবাই অপেক্ষাকৃত শান্ত ছিলেন।,0.7122550010681152
755,"High King of Narnia, Lord of Cair Paravel and emperor of the Lone Islands, in order to prevent the abominable effusion of blood, do hereby challenge the usurper Miraz to single combat upon the field of battle.","নারনীয়ার মহারাজ, ক্যার পারাভেল এর অধিকর্তা এবং এই রাজ্যের সম্রাট, এই জঘন্য রক্তের খেলা বন্ধের নিমিত্তে, অবৈধ দখলকারী মিরাজকে আহব্বান জানাচ্ছি এক হাতে লড়াই এর।","নার্নিয়ার উচ্চ সম্রাট, কেইর পাভেলের প্রতিবেশী এবং অলোন দ্বীপের সম্রাট, আমি এই অবস্থায়, অপরিচিত সুরক্ষার্থী মিরাজকে আহ্বান জানাই যে, আমি এখন একলা লড়াইয়ে অবতরণ করার অভিহিত দিচ্ছি বিক্ষেপে রক্ত বিসর্জন থেকে।",0.7609825134277344
756,Remember also that We made another solemn covenant with you : you shall not shed blood among yourselves nor expel one another from your homes . And you confirmed it and you are a witness to it .,"আর স ্ মরণ করো ! আমরা তোমাদের অঙ ্ গীকার গ ্ রহণ করেছিলাম -- “ তোমরা তোমাদের রক ্ তপাত করবে না আর তোমাদের লোকদের তোমাদের বাড়িঘর থেকে বের করে দেবে না । ” তখন তোমরা প ্ রতিজ ্ ঞা করেছিলে , আর তোমারা সাক ্ ষ ্ য দিয়েছিলে ।","আসন্ত্যে, আমরা আপনাদের সাথে একটি অন্য সম্মাননার প্রতিবন্ধক গঢ়েছিলাম: আপনারা আপনাদের মধ্যে কোনো রকমের রক্তশed করবেন না এবং এক অন্যকে আপনাদের ঘর থেকে বাইরে নেই করবেন না। আপনি এটি স্বাক্ষর করেছিলেন এবং আপনি এটির একটি পwক্ষর্তা হিসেবে অবস্থান করছেন।",0.6928204894065857
757,"And Cameroon, which in previous World Cups has captured the hearts of soccer fans around the world, has found its on-field performance paralleled by its abysmal treatment of journalists and writer Enoh Meyomesse, who remains in prison after repeated postponements to his trial.","আর ক্যামেরুন বিগত বিশ্বকাপ খেলার আসরগুলোতে সারা বিশ্বের ফুটবল প্রেমীদের মন জয় করে নিতে খেলার মাঠে যতোটা ভাল খেলেছে, দেশটি তাঁর সাংবাদিকদের এবং লেখক ইনহ মেয়োমেসির সাথে ততোটাই খারাপ আচরণ করেছে। বার বার বিচার কাজ স্থগিত করার কারণে এই লেখক এখনও কারাভোগ করছেন।","আর কামোর্গেন, যা পূর্ববর্তী বিশ্ব কাপে বিশ্বের ফুটবল দৃষ্টিভাবে সবাইকে আকর্ষণ করেছে, তার মধ্যে এনোহ মেইয়োমেসে একজন লেখককে এবং রচনাকারকে তার জail-এ থাকার মুখ্য পরিস্থিতির সাথে তার মাঠের পরিস্থিতির মূল্যবোধ পাওয়া গেছে; তার ট্রায়ালের সময় বারব",0.700302004814148
758,"@saveyourvoice: Fifth day of FREEDOM FAST- Alok Dixit and Aseem Trivedi have been admitted to Dr. Ram Manohar Lohia Hospital, due to health breakdown.",@সেভ ইয়োর ভয়েস: ফ্রিডম ফাস্ট নামক আন্দোলনের পঞ্চম দিনে-আলোক দিক্ষিত এবং অসীম ত্রিবেদীকে স্বাস্থ্যগত কারণে ডঃ রাম মনোহর লোহিয়া হাসপাতালে ভর্তি করা হয়েছে।,"@saveyourvoice: মুক্তি গ্যাস্ট তৈরির পঞ্চম দিন - Alok Dixit এবং Aseem Trivedi ড্র. রাম মনোহর লোহিয়া বাস্তু বিহারে অন্তর্ভুক্ত করা হয়, কারণ স্বাস্থ্যের ব্যায়াম।",0.7457771897315979
759,"For Muslim men and women , - for believing men and women , for devout men and women , for true men and women , for men and women who are patient and constant , for men and women who humble themselves , for men and women who give in Charity , for men and women who fast ( and deny themselves ) , for men and women who guard their chastity , and for men and women who engage much in Allah 's praise , - for them has Allah prepared forgiveness and great reward .","নিশ ্ চয় মুসলমান পুরুষ , মুসলমান নারী , ঈমানদার পুরুষ , ঈমানদার নারী , অনুগত পুরুষ , অনুগত নারী , সত ্ যবাদী পুরুষ , সত ্ যবাদী নারী , ধৈর ্ য ্ যশীল পুরুষ , ধৈর ্ য ্ যশীল নারী , বিনীত পুরুষ , বিনীত নারী , দানশীল পুরুষ , দানশীল নারী , রোযা পালণকারী পুরুষ , রোযা পালনকারী নারী , যৌনাঙ ্ গ হেফাযতকারী পুরুষ , , যৌনাঙ ্ গ হেফাযতকারী নারী , আল ্ লাহর অধিক যিকরকারী পুরুষ ও যিকরকারী নারী-তাদের জন ্ য আল ্ লাহ প ্ রস ্ তুত রেখেছেন ক ্ ষমা ও মহাপুরষ ্ কার ।","ইসলামী পুরুষ ও নারীদের, - ধর্মান্বেষী পুরুষ ও নারীদের, সত্য পুরুষ ও নারীদের, শান্ত ও স্থির পুরুষ ও নারীদের, নিষ্ঠার পুরুষ ও নারীদের, নিষ্ঠার পুরুষ ও নারীদের, দানের পুরুষ ও নারীদের, গর্ভবতী পুরুষ ও নারীদের, আল্লাহর প্রশংসায় নিষ",0.6702868938446045
760,So much blood and dead bodies.,অনেক অনেক রক্ত আর মৃতদেহ।,ততটা রক্ত এবং মারা যাওয়া শরীর।,0.7817018628120422
761,"My son is Georgian in his passport, too, and by blood as well - if, of course, you look at his father's side.","আমার ছেলে পাসপোর্টে জজিয়ান, আর রক্তেও। যদি অবশ্য তার বাবার দিকে দেখা হয়।","আমার পুত্রের পাসপোর্টেও গეorgian, এবং রক্তেও - যদি কোন ক্ষেত्रেই তার পিতার পক্ষ দেখা যায় - তাই।",0.791569709777832
762,"Last year, when my dad was in India for a medical conference","গত বছর, আমার বাবা মেডিক্যাল কনফারেন্সের জন্য যখন এসেছিলেন ইন্ডিয়াতে...","পASSের মাঠে, আগের বছর, আমার পা�paর ছিলেন ভারতে একটি আর্থিক সম্মেলনে অংশ নেওয়ার জন্য

Note: There seems to be a typo in the English text provided (""medical"" instead of ""economic"" for the conference type). Assuming ""economic"" was the intended word, I have translated it accordingly. If ""medical"" was the correct word, the translation would be:

পASSের মাঠে, আগের বছর, আমার পা�paর ছিলেন ভারতে একটি মেডিক্যাল সম্মেলনে অংশ নেওয়ার জন্য",0.6057389378547668
763,Because everyone is entitled to medical confidentiality.,কারণ প্রত্যেকেই চিকিৎসাসংক্রান্ত গোপনীয়তা পাবার যোগ্য।,"হ.stringValue因为提供的英文句子非常短，直接翻译为 Bengali 时可能会显得不那么自然，但根据给定的句子，翻译如下：

হ্যাক্যানেন সবাই আর্থিক গোপনীয়তায় অধিকারী।",0.6111936569213867
764,"Reports say Mubarak had given his assent to a ‘limited blow’ before today’s blood; he’s been keeping the Egyptian border with Gaza sealed, keeping the ugly oppressed in their cage very effectively since they briefly broke out last January.","রিপোর্টে জানা গেছে যে মোবারক তার সম্মতি দিয়েছিলেন 'র্নিদিষ্ট আঘাত' এর জন্য আজকের রক্তাক্ত ঘটনার আগে। তিনি গাজার সাথে মিশরের সীমান্ত বন্ধ রেখেছেন, বিভৎসদের তাদের খাঁচার মধ্যে খুব কার্যকরভাবে ভুগতে দিয়েছেন যেহেতু তারা গত জানুয়ারিতে সংক্ষিপ্তভাবে বেরিয়ে এসেছিল।","প্রতিবেদন অনুযায়ী মুবারক এই দিনের রক্তপাতে পূর্বের ‘সীমিত আঘাত’ে তার স্বত্ব দিয়েছেন; তিনি এই মাসে অजন্মান বাঙালি সীমান্ত এবং গাজা সাথে সংযুক্ত করে তোলার প্রচেষ্টা চালিয়ে আসছেন, যেখানে তেমনি অপমানিত মানুষগুলি জানু-ফিন্ন হওয়ার পর খুব উপ",0.7337490916252136
765,To objectify and to ridicule the female body is ultimately a symptom of fear of the power women hold.,নারী দেহকে বস্তুগত আকার প্রদান করা এবং তা নিয়ে বিদ্রূপ করা আসলে নারীরা যে ক্ষমতা ধারণ করে তার প্রতি আতঙ্কের এক লক্ষণ।,ঈষত্তি ও মন্তব্য দেওয়া মহিলার শরীরকে অবস্থান করা অন্তত: মহিলাদের হাতে থাকা শক্তির ভয়ের একটি প্রকৃতি।,0.7049649953842163
766,"Abderrazak Guirat, a blogger for Nawaat, writes : Lawyers and thousands of Tunisians who demonstrated, and were in sit-ins, are still calling for bringing to justice all those who wasted public money, and dirtied their hands with martyrs' blood, or were involved in jailing and torturing innocent people... However, many names have been pointed at, but remained without prosecution or accountability","নাওয়াত-এর ব্লগার আব্দেররাজ্জাক লিখেন: হাজারও তিউনিসিয় ও আইনজীবী বিক্ষোভ ও অবস্থান ধর্মঘটের মধ্য দিয়ে যারা জনগণের টাকা নষ্ট করেছে, যাদের হাত শহীদের রক্তে রঞ্জিত, এবং যারা নিরীহ জনগণকে অত্যাচার করেছে তাঁদের জেল খাটিয়েছে তাদের বিচারের আওতায় আনার দাবীতে আজও বিক্ষোভ করছে…যদিও অনেক নামই শোনা যায় তারপরেও তারা বিচার প্রক্রিয়া ও জবাবদিহিতার বাইরে আছে।","আব্দেরজাক গিয়ারাট, নাওয়াতের এক ব্লগার, লিখেছেন: আইনজীবী এবং শতাধিক তুনিসিয়ান, যিনি প্রদর্শন করেছিলেন এবং সিট-ইন করেছিলেন, তারা এখনও সবগুলো মানবাধিকার নির্বাহীদের প্রতি স criminal করার জন্য যুক্ত রয়েছেন, যারা জনগণের ধন খুলকর ব্যবহার করেছিল, এবং ম",0.7082096934318542
767,Where your wife will receive the best treatment in your living.,যেখানে আপনার স্ত্রী তার জীবনের সবচেয়ে সেরা সেবাটা পাবে।,ঔপনিবেশে তার স্ত্রীকে সবচেয়ে ভালো পেছনে রাখার জায়গা।,0.7279587984085083
768,I mean brother's treatment...,ভাইয়ের চিকিৎসা...,আমি মনে করি বৈধ চিকিৎসার প্রক্রিয়া...,0.8108886480331421
769,This came out of the patient's cell phone.,রোগীর ফোন থেকে এইগুলা বের হয়েছে।,এটা প্রাক্তনীর মোবাইল ফonesিং থেকে আসে।,0.6916807293891907
770,The Parthian Queen kindly sent medicine to heal his vision,পার্থিয়ান রানী তার চোখের দৃষ্টি ঠিক করার জন্য প্রায়ই ঔষধ পাঠাতেন,পার্থিয়ান সাধীনকে ভালোবাসা করে তিনি তার দৃষ্টি ঘুম শুheন মিডিসিন পাঠিয়ে দিয়েছিলেন,0.752498209476471
771,And makes the streets of the city One red! With Trojan blood!,"আর শহরের অলিগলিতে রক্তের বন্যা বইবে,",এখন শহরের রাস্তাগুলোকে একটি রঙে রুদ্ধ করে! ট্রয়োন রক্তে!,0.7071126699447632
772,"Molhem Barakat, a freelance photographer working for Reuters, was reportedly killed while covering a fight between and Bashar Al-Assad’s forces and rebels in Aleppo’s Al-Kindi Hospital on December 20, 2013.","সংবাদে জানা গেছে রয়টার্সের হয়ে কাজ করা ফ্রিল্যান্স ফটোগ্রাফার মোলহেম বারাকাত গত ২০ ডিসেম্বর, ২০১৩ তারিখে নিহত হয়েছেন। তিনি আলেপ্পোর আল কিন্দি হাসপাতালে অবস্থানরত বিদ্রোহীদের সাথে বাশার আল আসাদ-এর বাহিনীর লড়াই-এর সংবাদ সংগ্রহ করার সময় মারা যান।","মোলহেম বারাকাট, রেuters-এর একজন অ্যাসালে কাজ করা অ্যাসালে ফ্রিলান্স ফটোগ্রাফার, ২০ ডিসেম্বর, ২০১৩-এ Aleppo শহরের Al-Kindi হসপিটাল এ একটি যুদ্ধের সময় এবং Bashar Al-Assad এর বাহিনী এবং বিদ্রোহীদের মধ্যে যুদ্ধ করার সময় অনুমান করা হয়েছে তাকে হত্যা করা হয়েছিল।",0.7645131349563599
773,"And those who have believed later on , and emigrated and struggled for God 's sake alongside you are also a part of you . But as to blood relations , they are nearer one to another in the Book of God .","আর যারা ঈমান এনেছে পরবর ্ তী পর ্ যায়ে এবং ঘর-বাড়ী ছেড়েছে এবং তোমাদের সাথে সম ্ মিলিত হয়ে জেহাদ করেছে , তারাও তোমাদেরই অন ্ তর ্ ভুক ্ ত । বস ্ তুতঃ যারা আত ্ নীয় , আল ্ লাহর বিধান মতে তারা পরস ্ পর বেশী হকদার । নিশ ্ চয়ই আল ্ লাহ যাবতীয় বিষয়ে সক ্ ষম ও অবগত ।","যোগাযোগ করেছেন এবং পозже ধর্মের জন্য আপনি সাথে যুদ্ধ করেছেন, তারা আপনাদের অংশ। কিন্তু খ্রিস্টান বইয়ে পরস্পরের সম্পর্কের ক্ষেত্রে তাদের অধিক নিকটতম।",0.6449962258338928
774,"Cocoy views the near-approval of the Reproductive Health and now the Divorce bill as a 'reboot' of the Philippines, moving from a predominantly religious state in a secular one:","কোকয়, বিষয়টিকে প্রজনন স্বাস্থ্যের প্রায়-অনুমোদন এবং বর্তমানে বিবাহবিচ্ছেদ আইন ফিলিপিন্সের জন্য পুনরায় শুরু করা (Reboot) হিসেবে বিবেচনা করছেন, ফিলিপিন্স শক্তিশালী এক ধর্মীয় রাষ্ট্র থেকে ধর্মণিরপেক্ষতার দিকে এগিয়ে যাচ্ছে:","কোকো ফিলিপাইনিস্তানের 'রিস্টার্ট' হিসাবে প্রজন্মশাহী আইন এবং এখন দুখ্যকরণ বিধির নিকটস্থ-অনুমোদনকে দেখে, যা একটি অধিক ধর্মীয় রাজ্য থেকে একটি সেকোন্ডারি রাজ্যের দিকে যাওয়ার মানে করে:",0.7412698864936829
775,The treatment is working.,"তার মানে, এই চিকিৎসায় কাজ হচ্ছে।",ঔষধটি কাজ করছে।,0.7385965585708618
776,Bombay blood group individuals should never be transfused with blood from any other group.,বোম্বে ব্লাড গ্রুপের ব্যক্তিদের কখনই অন্য কোন গ্রুপ থেকে রক্ত দিয়ে প্রতিস্থাপন করা উচিত হবে না।,ব্যাংকোম্যাম রক্ত-গ্রুপের অর্থনীতিবিদরা কখনও কখনও অন্য রক্ত-গ্রুপের রক্তে তাদের রক্ত দেয় না।,0.7893338203430176
777,"What for? There's hospitals full of people dying, doctor.",ডাক্তার সাহেব!,"কেন? সেখানে লোকের মানুষ মরছে, বিধান।",0.7243947982788086
778,"Half a cup of tea shares a story of maltreatment in a hospital, inspired by Aamir's show on ""Corruption in the Indian healthCare system""; Ugich Konitari shares that her maid could associate her daughters story with a case on the Satyamev Jayate episode on ""Dowry"".",আমিরের “ভারতীয় স্বাস্থ্য চিকিৎসা ব্যবস্থায় দুর্নীতি” – শীর্ষক অনুষ্ঠান থেকে উদ্বুদ্ধ হয়ে হাফ এ কাপ অফ টি (অর্ধেক কাপ চা) ব্লগ হাসপাতালে অপচিকিৎসার গল্প তুলে ধরেন; সত্যমেভ জয়তে- এর “যৌতুক” পর্বের কাহিনীর সাথে উজিচ কনিতারির গৃহকর্মীর মেয়ের জীবন কাহিনীর মিল আছে বলে তিনি লেখেন।,"এক পয়েন্ট চাপ চিনি টিউইন্সে এমামির শо ""ইন্ডিয়ান স্বাস্থ্য প্রणালীতে মন্তব্য উপস্থাপিত ব্যবস্থার মানোন্নতি"" এর একটি কাহিনী শেয়ার করে; উগিচ কোনিতার মেয়েদের কাহিনীটি স্যাটিমেভ জেইটেটে ""দওী"" অধ্যায়ে একটি কেস সংযুক্ত করতে পারেন তার মেয়েদের সাথ",0.7065525054931641
